id,clave,descripcion,unidad,cantidad,tipo,caracteristicas,controlado,red frio,fecha,consejo,focales,atc,estatus
1915,020000382100,Vacuna triple viral (srp ) contra sarampión rubéola y parotiditis. Solución Inyectable Cada dosis de 0.5 ml de vacuna reconstituida contiene: Virus Atenuados de sarampión de las cepas Edmonston-Zagreb (cultivados en células diploides humanas) o Edmonston-Enders o Schwarz (cultivados en fibroblastos de embrión de pollo) 3.0 log10 a 4.5 log10 DICC50 o 1000 a 32000 DICC50 o 103 a 3.2 x 104 DICC50 Virus Atenuados de rubeola cepa Wistar RA27/3 (cultivado en células diploides humanas MRC-5 o WI-38) > 3.0 log10 DICC50 o > 1000 DICC50 o > 103 DICC50 Virus Atenuados de la parotiditis de las cepas Rubini o Leningrad-Zagreb o Jeryl Lynn o Urabe AM-9 o RIT 4385 (cultivados en huevo embrionario de gallina o en células diploides humanas) > 3.7 log10 DICC50 o > 5000 DICC50 o > 5 x 103 DICC50 (> 4.3 log10 DICC50 o > 20000 DICC50 o > 2 x 104 para la cepa Jeryl Lynn) Envase con liofilizado para 10 dosis y diluyente.,,,,,,,28/02/2020,,,,
1916,020000382200,Vacuna antiinfluenza. Suspensión Inyectable. Cada dosis de 0.5 ml contiene:Fracciones antigénicas purificadas de virus de influenza inactivados correspondientes a las cepas autorizadas por la Organización Mundial de la Salud (OMS) en el periodo pre-invernal e invernal de los años correspondientes del hemisferio norte. Envase con frasco ámpula o jeringa prellenada con una dosis.,,,,,,,28/02/2020,,,,
1917,020000382201,Vacuna antiinfluenza. Suspensión Inyectable. Cada dosis de 0.5 ml contiene:Fracciones antigénicas purificadas de virus de influenza inactivados correspondientes a las cepas autorizadas por la Organización Mundial de la Salud (OMS) en el periodo pre-invernal e invernal de los años correspondientes del hemisferio norte. Envase con 1 frasco ámpula con 5 ml cada uno (10 dosis).,ENV,10,DSS,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1918,020000382202,Vacuna antiinfluenza. Suspensión Inyectable. Cada dosis de 0.5 ml contiene:Fracciones antigénicas purificadas de virus de influenza inactivados correspondientes a las cepas autorizadas por la Organización Mundial de la Salud (OMS) en el periodo pre-invernal e invernal de los años correspondientes del hemisferio norte. Envase con 10 frascos ámpula con 5 ml cada uno (10 dosis).,ENV,10,ENV,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1919,020000382300,Vacuna pentavalente contra difteria tosferina tétanos hepatitis b e infecciones invasivas por haemophilus influenzae tipo b (dpt+hb+hib). Suspensión Inyectable Cada dosis de 0.5 ml de vacuna reconstituida contiene: Toxoide diftérico no menos de 30 UI Toxoide tetánico no menos de 60 UI Bortedella pertussis (Célula completa inactivada) no menos de 4 UI Antígeno de superficie del Virus de la hepatitis B recombinante 10 µg Polisacárido Cápsular purificado del Haemophilus influenzae tipo b 10 µg unido por covalencia a Toxoide tetánico 30 µg En dos envases: Frasco ámpula con Suspensión de DPT y HB Frasco ámpula con liofilizado conteniendo Haemophilus influenzae tipo b unido a toxoide tetánico.,,,,,,,28/02/2020,,,,
1920,020000382500,Vacuna contra la hepatitis a. Solución Inyectable La dosis de 0.5 ml contiene: Antígeno del Virus de hepatitis A (cepa RG-SB) al menos 500 U RIA Envase con una ampolleta con una dosis (0.5 ml),ENV,1,AMP,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1921,020000382501,Vacuna contra la hepatitis a. Suspensión Inyectable Cada dosis de 0.5 ml contiene: Antígeno viral Hepatitis A cepa HM175 720 U Elisa (pediátrica). Envase con jeringa prellenada con una dosis de 0.5 ml.,ENV,1,JGA,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1922,020000382502,Vacuna contra la hepatitis a. Suspensión Inyectable Cada dosis de 0.5 ml contiene: Virus de hepatitis A inactivados (cepa GBM cultivada sobre células diploides humanas MRC-5) no menos de 80 U antigénicas (pediátrico) Envase con una jeringa prellenada con una dosis (0.5 ml).,ENV,1,JGA,,NO,SI,28/02/2020,Vacunas,,,Incluido
1923,020000382503,Vacuna contra la hepatitis a. Suspensión Inyectable Cada dosis de 0.5 ml contiene: Virus de hepatitis A inactivados (cepa GBM cultivada sobre células diploides humanas MRC-5) no menos de 80 U antigénicas (pediátrico) Envase con un frasco ámpula con 10 dosis (0.5ml).,,,,,,,28/02/2020,,,,
1924,020000382504,Vacuna contra la hepatitis a. Solución Inyectable La dosis de 0.5 ml contiene: Antígeno del Virus de hepatitis A (cepa RG-SB) al menos 500 U RIA Envase con una ampolleta con una dosis (0.5 ml),ENV,1,AMP,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1925,020000382505,Vacuna contra la hepatitis a. Suspensión Inyectable Cada dosis de 1.0 ml contiene: Antígeno viral Hepatitis A cepa HM175 1440 U Elisa (Adulto). Envase con jeringa prellenada con una dosis de 1.0 ml.,ENV,1,PZA,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1926,020000382506,Vacuna contra la hepatitis a. Suspensión Inyectable Cada dosis de 0.5 ml contiene: Virus de hepatitis A inactivados (cepa GBM cultivada sobre células diploides humanas MRC-5) no menos de 160 U antigénicas (Adulto) Envase con una jeringa prellenada con una dosis (0.5 ml).,,,,,,,28/02/2020,,,,
1927,020000382507,Vacuna contra la hepatitis a. Suspensión Inyectable Cada dosis de 0.5 ml contiene: Virus de hepatitis A inactivados (cepa GBM cultivada sobre células diploides humanas MRC-5) no menos de 160 U antigénicas (Adulto) Envase con un frasco ámpula con 10 dosis (5 ml),,,,,,,28/02/2020,,,,
1928,020000382508,Vacuna contra la hepatitis A. Suspensión Inyectable. Cada dosis de 0.5 ml contiene: Antígeno viral Hepatitis A cepa HM175 720 U Elisa (pediátrica). Envase con un frasco ámpula con una dosis de 0.5 ml.o,,,,,,,28/02/2020,,,,
1929,020000382509,Vacuna contra la hepatitis A. Suspensión Inyectable. Cada dosis de 1.0 ml contiene: Antígeno viral Hepatitis A cepa HM175 1440 U Elisa (adulto). Envase con un frasco ámpula con una dosis de 1.0 ml.,,,,,,,28/02/2020,,,,
1930,020000382800,Vacuna contra difteria tos ferina tetanos hepatitis b poliomielitis y haemophilus influenzae tipo b. Suspensión Inyectable Cada jeringa prellenada con 0.5 ml contiene: Antígeno de superficie del Virus de HB REC 10 µg Hemaglutinina filamentosa adsorbida (FHA) 25 µg Pertactina (proteína de membrana externa 69 kDa PRN adsorbida) 8 µg Toxoide de bordetella Pertussis 25 µg Toxoide diftérico adsorbido no menos de 30 UI Toxoide tetánico adsorbido no menos de 40 UI Virus de poliomielitis inactivado Tipo 1 MAHoNEY 40 UD Virus de poliomielitis inactivado Tipo 2 M.E.F.I. 8 UD Virus de poliomielitis inactivado Tipo 3 SAUKETT 32 UD Cada frasco con liofilizado contiene: Polisacárido Cápsular de Haemophilus Influenzae tipo b 10 µg Conjugado a toxoide tetánico 20-40 µg Jeringa prellenada con una dosis de 0.5 ml y un frasco ámpula con liofilizado.,,,,,,,28/02/2020,,,,
1931,020000383100,Inmunoglobulina humana hiperhinmune antitetánica. Solución Inyectable Cada frasco ámpula ampolleta o jeringa prellenada contiene:: Inmunoglobulina humana hiperinmune antitetánica 250 UI. Envase con un frasco ámpula con 3 ml (250 UI/3 ml).,F.A.,3,ML,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1932,020000383101,Inmunoglobulina humana hiperhinmune antitetánica. Solución Inyectable Cada frasco ámpula ampolleta o jeringa prellenada contiene: Inmunoglobulina humana hiperinmune antitetánica 250 UI. Envase con una ampolleta con 1 ml (250 UI/ml).,,,,,,,28/02/2020,,,,
1933,020000383102,Inmunoglobulina humana hiperhinmune antitetánica. Solución Inyectable. Cada frasco ámpula ampolleta o jeringa prellenada contiene: Inmunoglobulina humana hiperinmune antitetánica 250 UI. Envase con una jeringa prellenada con 1 ml (250 UI/ml).,ENV,1,JGA,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1934,020000383200,Inmunoglobulina humana normal. Solución Inyectable Cada ampolleta o frasco ámpula contiene: Inmunoglobulina humana normal 330 mg Envase con un frasco ámpula o ampolleta con 2 ml.,F.A.,2,ML,,NO,SI,28/02/2020,Vacunas,,,Incluido
1935,020000383300,Inmunoglobulina humana antirrábica. Solución Inyectable Cada frasco ámpula o ampolleta contiene: Inmunoglobulina humana antirrábica 300 UI Envase con un frasco ámpula con 2 ml (150 UI/ml),ENV,2,ML,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1936,020000383301,Inmunoglobulina humana antirrábica. Solución Inyectable Cada frasco ámpula o ampolleta contiene: Inmunoglobulina humana antirrábica 300 UI Envase con una ampolleta con 2 ml (150 UI/ml).,,,,,,,28/02/2020,,,,
1937,020000383302,Inmunoglobulina humana antirrábica. Solución Inyectable Cada frasco ámpula o ampolleta contiene: Inmunoglobulina humana antirrábica 300 UI Envase con una jeringa prellenada con 2 ml (150 UI/ml).,ENV,1,JGA,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1938,020000383500,Vitamina A. Solución. Cada dosis contiene: Palmitato de vitamina A (retinol) 200 000 UI. Envase con 25 dosis.,ENV,25,DSS,,NO,SI,28/02/2020,Vacunas,,,Incluido
1939,020000383501,Vitamina A. Solución. Cada dosis contiene: Palmitato de vitamina A (retinol) 200 000 UI. Envase con 50 dosis.,ENV,50,DSS,,NO,SI,28/02/2020,Vacunas,,,Incluido
1940,020000384100,Antitoxina diftérica equina. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Antitoxina diftérica equina 10 000 UI Envase con un frasco ámpula y diluyente con 10 ml.,,,,,,,28/02/2020,,,,
1941,020000384200,Suero Antialacrán. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Anticuerpos de caballo concentrados y modificados por digestión enzimática para neutralizar 150 DL50 de veneno de alacrán del género Centruroides. Envase con un frasco ámpula y diluyente con 5 ml (una dosis).,F.A. ,5,ML,,NO,NO,28/02/2020,,,,
1942,020000384300,Suero Antiviperino. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Anticuerpos de caballo concentrados y modificados por digestión enzimática que neutralizan no menos de 790 DL50 de veneno de Crotalus bassiliscus y no menos de 780 DL50 de veneno de Bothrops asper Bothrops asper. Envase con un frasco ámpula y diluyente con 10 ml.,F.A. ,10,ML,,NO,NO,28/02/2020,,,,
1943,020000384400,Suero antirrábico equino. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Suero antirrábico de origen equino modificado por digestión Enzimática 1 000 UI Envase con un frasco ámpula y diluyente con 10 ml (100 UI/ml).,,,,,,,28/02/2020,,,,
1944,020000384500,Antitoxina tetánica equina. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Antitoxina tetánica equina 10 000 UI Envase con un frasco ámpula y diluyente con 10 ml,,,,,,,28/02/2020,,,,
1945,020000384700,FABOTERÁPICO POLIVALENTE ANTIALACRÁN o FRAGMENTOS F(AB’)2 DE INMUNOGLOBULINA POLIVALENTE ANTIALACRÁN. SOLUCIÓN INYECTABLE Cada frasco ámpula con liofilizado contiene: Faboterápico polivalente antialacrán modificado por digestión enzimática para neutralizar 150 DL50 (1.8 mg) de veneno de alacrán del género Centruroides o Fragmentos F(ab’)2 de inmunoglobulina polivalente antialacrán para neutralizar 150 DL50 (1.8 mg) de veneno de alacrán del género Centruroides sp. Envase con un frasco ámpula con liofilizado y ampolleta con diluyente de 5 ml.,ENV,1,ENV,,NO,NO,28/02/2020,Vacunas,,,Incluido
1946,020000384800,FABOTERÁPICO ANTIARÁCNIDO. FABOTERÁPICO POLIVALENTE ANTIARÁCNIDO O FABOTERÁPICO MONOVALENTE ANTIARÁCNIDO. SOLUCION INYECTABLE Cada frasco ámpula con liofilizado contiene: Faboterápico polivalente antiarácnido o Fragmentos F(ab´)2 de inmunoglobulina monovalente antiarácnido modificado por digestión enzimática para neutralizar 6000 DL50 (180 glándulas de veneno arácnido). Envase con un frasco ámpula con liofilizado y ampolleta con diluyente de 5 ml,ENV,1,ENV,,NO,NO,28/02/2020,Vacunas,,,Incluido
1947,020000384900,Faboterápico. Faboterápico Polivalente Antiviperino Solución Inyectable Cada frasco ámpula con liofilizado contiene: Faboterápico Polivalente Antiviperino modificado por digestión enzimática para neutralizar no menos de 790 DL50 de veneno de Crotalus bassiliscus y no menos de 780 DL50 de veneno de Bothrops asper. Envase con un frasco ámpula con liofilizado y ampolleta con diluyente de 10 ml.,ENV,1,ENV,,NO,NO,28/02/2020,Vacunas,,,Incluido
1948,020000385000,Faboterápico. Faboterápico Polivalente AnticOralillo Solución Inyectable Cada frasco ámpula con liofilizado contiene: Faboterápico Polivalente AnticOralillo modificado por digestión enzimática para neutralizar 450 DL50 (5 mg) de veneno de Micrurus sp. Envase con un frasco ámpula con liofilizado y ampolleta con diluyente de 5 ml,ENV,1,ENV,,NO,NO,28/02/2020,Vacunas,,,Incluido
1949,020000417200,Vacuna contra el Virus del papiloma humano. Suspensión Inyectable. Cada dosis de 0.5 ml contiene: Proteína L1 Tipo 6 20 µg. Proteína L1 Tipo 11 40 µg. Proteína L1 Tipo 16 40 µg. Proteína L1 Tipo 18 20 µg. Envase con 1 frasco ámpula o jeringas prellenadas con 0.5 ml.,,,,,,,28/02/2020,,,,
1950,020000417201,Vacuna contra el Virus del papiloma humano. Suspensión Inyectable. Cada dosis de 0.5 ml contiene: Proteína L1 Tipo 6 20 µg. Proteína L1 Tipo 11 40 µg. Proteína L1 Tipo 16 40 µg. Proteína L1 Tipo 18 20 µg. Envase con 10 frascos ámpula o jeringas prellenadas con 0.5 ml.,ENV,10,JGA,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1951,020000417300,Vacuna contra el Virus del papiloma humano. Suspensión Inyectable Cada dosis de 0.5 ml contiene: Proteína L1 Tipo 16 20 µg. Proteína L1 Tipo 18 20 µg. Envase con 1 frasco ámpula con 0.5 ml o jeringa prellenada con 0.5 ml.,ENV,1,JGA,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1952,020000417301,Vacuna contra el Virus del papiloma humano. Suspensión Inyectable. Cada dosis de 0.5 ml contiene: Proteína L1 Tipo 16 20 µg. Proteína L1 Tipo 18 20 µg. Envase con 10 frascos ámpula con 0.5 ml o jeringa prellenada con 0.5 ml.,ENV,10,FAJ,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1953,020000417302,Vacuna contra el Virus del papiloma humano. Suspensión Inyectable. Cada dosis de 0.5 ml contiene: Proteína L1 Tipo 16 20 µg. Proteína L1 Tipo 18 20 µg. Envase con 100 frascos ámpula con 0.5 ml o jeringa prellenada con 0.5 ml.,,,,,,,28/02/2020,,,,
1954,020000605600,Vacuna antivaricela atenuada. Suspension inyectable cada frasco ámpula con liofilizado contiene: virus vivos de varicela zoster atenuados cepa oka/merck 1350 ufp (unidades formadoras de placa). envase con un frasco ámpula con liofilizado (una dosis de 0.5 ml) y un frasco ámpula con 0.7 ml de diluyente.,ENV,1,F.A.,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1955,020000605601,Vacuna antivaricela atenuada. suspension inyectable cada frasco ámpula con liofilizado contiene: virus vivos de varicela zoster atenuados cepa oka/merck 1350 ufp (unidades formadoras de placa). envase con 10 frascos ámpula con liofilizado (una dosis de 0.5 ml cada uno) y 10 frascos ámpula con 0.7 ml de diluyente cada uno.,ENV,10,ENV,,NO,SI,28/02/2020,Vacunas,,,Equivalente
1956,020000606000,Hemaglutininas recombinantes para la cepa viral de influenza hini h3n2 y b. Solución inyectable. Cada frasco ámpula con una dosis de 0.5 ml contiene: Hemaglutininas de virus de Influenza de origen ADN recombinante utilizando el sistema del baculovirus expresado en células expresSF+Fármaco rHA H1 A/California/07/2009 45 µg rHA H3 A/Switzerland/ 9715293/2013 45 µg rHA B/Phuket/3073/ 2013 45µg Envase con un frasco ámpula con 0.5 ml.,,,,,,,28/02/2020,,,,
1957,020000613500,Vacuna Contra Difteria Tos Ferina Tetanos Hepatitis B Poliomielitis Y Haemophilus Influenzae Tipo B. Suspension Inyectable. Cada frasco ámpula con 0.5 ml contiene: Toxoide diftérico no menos de 20 UI Toxoide tetánico no menos de 40 UI Toxoide pertussis 25 µg Hemaglutinina filamentosa 25 µg Poliovirus tipo 1 inactivado (Mahoney) 40 U Poliovirus tipo 2 inactivado (MEF1) 8 U Poliovirus tipo 3 inactivado (Saukett) 32 U Antígeno de superficie del virus de Hepatitis B 10 µg Polisacárido capsular de Haemophilus influenzae tipo b 12 µg Conjugado a la proteína tetánica 22-36 µg Envase con 10 frascos ámpula con 1 dosis de 0.5 ml cada uno.,ENV,10,F.A.,,NO,SI,28/02/2020,Vacunas,,,Incluido
1958,020000616700,FABOTERAPICO POLIVALENTE O MONOVALENTE ANTIARÁCNIDO. FABOTERÁPICO POLIVALENTE ANTIARÁCNIDO O FABOTERÁPICO MONOVALENTE ANTIARÁCNIDO SOLUCIÓN INYECTABLE Cada frasco ámpula con liofilizado contiene: Faboterápico polivalente antiarácnido o Fragmentos F(ab´)2 de inmunoglobulina monovalente antiarácnido modificado por digestión enzimática para neutralizar 600 DL50 (120 glándulas de veneno arácnido). Envase con un frasco ámpula con liofilizado y ampolleta con diluyente de 5 ml,,,,,,,28/02/2020,,,,
1959,020000618700,Vacuna Antihepatitis A. Suspensión Inyectable. Cada dosis de 0.5 ml contiene: Antígeno del virus de Hepatitis A (inactivado y purificado) 25 U. Envase con un frasco ámpula con 0.5 ml.,,,,,,,28/02/2020,,,,
1960,020000618701,Vacuna Antihepatitis A. Suspensión Inyectable. Cada dosis de 0.5 ml contiene: Antígeno del virus de Hepatitis A (inactivado y purificado) 25 U. Envase con 5 frascos ámpula con 0.5 ml cada uno,,,,,,,28/02/2020,,,,
1961,030000000300,Sucedaneo De Leche Humana De Pretermino. Polvo Contenido en: Kilocalorías Unidad kcal 100g Mín. 400 Máx 525 100kcal Mín 100.0 Máx 100.0 100ml Mín 64 Máx 85 Lípidos Unidad g 100g Mín. 19.2 Máx 31.5 100kcal Mín4.80 Máx 6.00 100ml Mín 3.072 Máx 5.1 Acido linoleico Unidad mg 100g Mín. 1200 Máx 7350 100kcal Mín300.00 Máx 1400.00 100ml Mín 192 Máx 1190 Ac alfa Linolénico Unidad mg 100g Mín. 200 Máx SE* 100kcal Mín50.00 Máx SE* 100ml Mín 32 Máx SE* Relac A. Linoleico/ A. á Linolenico 100g Mín. 5:1 Máx 15:1 100kcal Mín5:1 Máx 15:1 100ml Mín 5:1 Máx 15:1 Acido araquidónico Unidad % 100g Mín. 1.60 Máx 3.675 100kcal Mín0.40 Máx 0.70 100ml Mín 0.256 Máx 0.595 Acido DHA** Unidad % 100g Mín. 1.40 Máx 2.625 100kcal Mín 0.35 Máx 0.50 100ml Mín 0.224 Máx 0.425 Relac Aa/DHA 100g Mín. 1.5:1 Máx 2:1 100kcal Mín1.5:1 Máx 2:1 100ml Mín 1.5:1 Máx 2:1 Proteínas Unidad g 100g Mín. 9.60 Máx 15.75 100kcal Mín 2.40 Máx 3.00 100ml Mín 1.536 Máx 2.55 Taurina Unidad mg 100g Mín. 20.00 Máx 63 100kcal Mín 5.00 Máx 12.00 100ml Mín 3.2 Máx 10.2 Hidratos de carbono*** Unidad g 100g Mín. 38.80 Máx 73.5 100kcal Mín 9.70 Máx 14.00 100ml Mín 6.208 Máx 11.9 Sodio Unidad mg 100g Mín. 144.00 Máx 315 100kcal Mín36.00 Máx 60.00 100ml Mín 23.04 Máx 51 Potasio Unidad mg 100g Mín. 376.00 Máx 840 100kcal Mín 94.00 Máx 160.00 100ml Mín 60.16 Máx 136 Cloruros Unidad mg 100g Mín. 240.00 Máx 840 100kcal Mín 60.00 Máx 160.00 100ml Mín 38.4 Máx 136 Calcio Unidad mg 100g Mín. 380.00 Máx 735 100kcal Mín 95.00 Máx 140.00 100ml Mín 60.8 Máx 119 Fósforo Unidad mg 100g Mín. 208.00 Máx 525 100kcal Mín 52.00 Máx 100.00 100ml Mín 33.28 Máx 85 Relación Ca/P 100g Mín. 1.7:1 Máx 2:1 100kcal Mín 1.7:1 Máx 2:1 100ml Mín 1.7:1 Máx 2:1 Vitamina A Unidad U.I. 100g Mín. 2800.00 Máx 6583.5 100kcal Min 700.00 Máx 1254.00 100ml Mín 448 Máx 1065.9 Vitamina A ER (Retinol) Unidad µg 100g Mín. 816.00 Máx 1995 100kcal Mín 204.00 Máx 380.00 100ml Mín 130.56 Máx 323 Vitamina D Unidad U.I. 100g Mín. 292.00 Máx 525 100kcal Mín 73.00 Máx 100.00 100ml Mín 46.72 Máx 85 Vitamina E ( Alfa Tocoferol) Unidad U.I. 100g Mín. 12.00 Máx 63 100kcal Mín 3.00 Máx 12.00 100ml Mín 1.92 Máx 10.2 Vitamina K Unidad µg 100g Mín. 32.80 Máx 131.25 100kcal Mín 8.20 Máx 25.00 100ml Mín 5.248 Máx 21.25 Vitamina C Unidad mg 100g Mín. 53.60 Máx 194.25 100kcal Mín 13.40 Máx 37.00 100ml Mín 8.576 Máx 31.45 Vitamina B1 (tiamina) Unidad µg 100g Mín. 240.00 Máx 1312.5 100kcal Mín 60.00 Máx 250.00 100ml Mín 38.4 Máx 212.5 Vitamina B2 (riboflavina) Unidad µg 100g Mín. 560.00 Máx 2625 100kcal Mín 140.00 Máx 500.00 100ml Mín 89.6 Máx 425 Niacina Unidad µg 100g Mín. 4000.00 Máx 7875 100kcal Mín 1000.00 Máx 1500.00 100ml Mín 640 Máx 1275 Vitamina B6 (piridoxina) Unidad µg 100g Mín. 300.00 Máx 918.75 100kcal Mín 75.00 Máx 175.00 100ml Mín 48 Máx 148.75 Acido fólico Unidad µg 100g Mín. 148.00 Máx 262.5 100kcal Mín 37.00 Máx 50.00 100ml Mín 23.68 Máx 42.5 Acido pantoténico Unidad µg 100g Mín. 1800.00 Máx 9975 100kcal Mín 450.00 Máx 1900.00 100ml Mín 288 Máx 1615 Vitamina B12 (cianocobalamina) Unidad µg 100g Mín. 0.80 Máx 7.875 100kcal Mín 0.20 Máx 1.50 100ml Mín 0.128 Máx 1.275 Biotina Unidad µg 100g Mín. 8.80 Máx 52.5 100kcal Mín 2.20 Máx 10.00 100ml Mín 1.408 Máx 8.5 Colina Unidad mg 100g Mín. 30.00 Máx 262.5 100kcal Mín 7.50 Máx 50.00 100ml Mín 4.8 Máx 42.5 Mioinositol Unidad mg 100g Mín. 16.00 Máx 210 100kcal Mín 4.00 Máx 40.00 100ml Mín 2.56 Máx 34 Magnesio Unidad mg 100g Mín. 28.00 Máx 78.75 100kcal Mín 7.00 Máx 15.00 100ml Mín 4.48 Máx 12.75 Hierro Unidad mg 100g Mín. 6.80 Máx 15.75 100kcal Mín 1.70 Máx 3.00 100ml Mín 1.088 Máx 2.55 Yodo Unidad µg 100g Mín. 24.00 Máx 236.25 100kcal Mín 6.00 Máx 45.00 100ml Mín 3.84 Máx 38.25 Cobre Unidad µg 100g Mín. 360.00 Máx 630 100kcal Mín 90.00 Máx 120.00 100ml Mín 57.6 Máx 102 Zinc Unidad mg 100g Mín. 4.40 Máx 7.875 100kcal Mín 1.10 Máx 1.50 100ml Mín 0.704 Máx 1.275 Manganeso Unidad µg 100g Mín. 28.00 Máx 131.25 100kcal Mín 7.00 Máx 25.00 100ml Mín 4.48 Máx 21.25 Selenio Unidad µg 100g Mín. 7.20 Máx 26.25 100kcal Mín 1.80 Máx 5.00 100ml Mín 1.152 Máx 4.25 Nucleótidos Unidad mg 100g Mín. 7.60 Máx 84 100kcal Mín 1.90 Máx 16.00 100ml Mín 1.216 Máx 13.6 Cromo Unidad µg 100g Mín. 6.00 Máx 52.5 100kcal Mín 1.50 Máx 10.00 100ml Mín 0.96 Máx 8.5 Molibdeno Unidad µg 100g Mín. 6.00 Máx 52.5 100kcal Mín 1.50 Máx 10.00 100ml Mín 0.96 Máx 8.5 Dilución 16% Envase con 450 a 454 g y medida de 4.40 a 5.37 g. * Aunque no existe un nivel superior de recomendación siempre deberá conservar la relación de ácido linoleico/ácido linolenico. **DHA: Acido Docosahexanoico. *** La lactosa y polímeros de glucosa deben ser los hidratos de carbono preferidos sólo podrán añadirse almidones naturalmente exentos de gluten precocidos y/o gelatinizados hasta un máximo de 30% del contenido total de hidratos de carbono y hasta un máximo de 2 g/100ml.,ENV,1,ENV,,0,0,28/02/2020,,,,
